lead_id,created_at,email_domain,company_id,company_name,campaign_id,utm_campaign,lifecycle_stage,opportunity_id,opportunity_created_at,amount,close_date,close_status,trial_start_at,trial_end_at
LEAD_0176,2025-03-29,proton.me,ACC_0176,Globex Group,CMP_1008,camp_8,Closed Lost,OPP_0176,2025-04-07,27071.0,2025-05-13,Lost,2025-04-07,2025-04-21
LEAD_0177,2025-05-13,acmesolutions.com,ACC_0177,Acme Solutions,CMP_1019,camp_19,SQL,,,,,,2025-05-21,2025-06-04
LEAD_0178,2025-07-29,initechgroup.com,ACC_0178,Initech Group,CMP_1001,camp_1,SQL,,,,,,2025-08-06,2025-08-20
LEAD_0179,2025-04-14,wonkalabs.com,ACC_0179,Wonka Labs,CMP_1012,camp_12,Closed Won,OPP_0179,2025-05-03,12774.0,2025-07-19,Won,,
LEAD_0180,2025-08-02,initechlabs.com,ACC_0180,Initech Labs,CMP_1015,camp_15,Closed Won,OPP_0180,2025-08-20,19321.0,2025-10-07,Won,2025-08-08,2025-08-22
LEAD_0181,2025-06-06,soylententerprises.com,ACC_0181,Soylent Enterprises,CMP_1018,camp_18,Closed Lost,OPP_0181,2025-06-23,26636.0,2025-09-12,Lost,2025-06-10,2025-06-24
LEAD_0182,2025-09-13,vehementdynamics.com,ACC_0182,Vehement Dynamics,CMP_1004,camp_4,MQL,,,,,,2025-09-20,2025-10-04
LEAD_0183,2025-09-17,acmegroup.com,ACC_0183,Acme Group,CMP_1007,camp_7,Lead,,,,,,,
LEAD_0184,2025-04-13,vehemententerprises.com,ACC_0184,Vehement Enterprises,CMP_1009,camp_9,Closed Lost,OPP_0184,2025-05-16,26276.0,2025-08-03,Lost,2025-04-20,2025-05-04
LEAD_0185,2025-02-04,outlook.com,ACC_0185,Stark Enterprises,CMP_1016,camp_16,SQL,,,,,,2025-02-07,2025-02-21
LEAD_0186,2025-04-20,umbrellaholdings.com,ACC_0186,Umbrella Holdings,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0187,2025-02-08,acmelabs.com,ACC_0187,Acme Labs,CMP_1001,camp_1,Lead,,,,,,,
LEAD_0188,2025-07-23,vehementlabs.com,ACC_0188,Vehement Labs,CMP_1016,camp_16,Closed Lost,OPP_0188,2025-08-20,21327.0,2025-08-20,Lost,2025-07-25,2025-08-08
LEAD_0189,2025-05-30,massiveenterprises.com,ACC_0189,Massive Enterprises,CMP_1012,camp_12,SQL,,,,,,2025-06-01,2025-06-15
LEAD_0190,2025-08-27,wonkalabs.com,ACC_0190,Wonka Labs,CMP_1017,camp_17,Closed Won,OPP_0190,2025-09-12,20935.0,2025-10-18,Won,2025-09-02,2025-09-16
LEAD_0191,2025-02-13,proton.me,ACC_0191,Vandelay Systems,CMP_1009,camp_9,Closed Won,OPP_0191,2025-03-06,35629.0,2025-04-22,Won,2025-02-22,2025-03-08
LEAD_0192,2025-07-27,outlook.com,ACC_0192,Hooli Corporation,CMP_1002,camp_2,SQL,,,,,,,
LEAD_0193,2025-05-26,hoolicorporation.com,ACC_0193,Hooli Corporation,CMP_1013,camp_13,Closed Lost,OPP_0193,2025-06-25,28943.0,2025-08-11,Lost,2025-05-27,2025-06-10
LEAD_0194,2025-03-14,soylentcorporation.com,ACC_0194,Soylent Corporation,CMP_1014,camp_14,Closed Won,OPP_0194,2025-03-28,23601.0,2025-06-27,Won,2025-03-14,2025-03-28
LEAD_0195,2025-07-23,acmecorporation.com,ACC_0195,Acme Corporation,CMP_1017,camp_17,MQL,,,,,,2025-07-23,2025-08-06
LEAD_0196,2025-03-04,proton.me,ACC_0196,Globex Enterprises,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0197,2025-02-09,acmelabs.com,ACC_0197,Acme Labs,CMP_1019,camp_19,Closed Lost,OPP_0197,2025-02-25,29111.0,2025-05-04,Lost,2025-02-18,2025-03-04
LEAD_0198,2025-01-13,initechsystems.com,ACC_0198,Initech Systems,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0199,2025-09-07,soylentholdings.com,ACC_0199,Soylent Holdings,CMP_1011,camp_11,Lead,,,,,,,
LEAD_0200,2025-04-05,umbrellaholdings.com,ACC_0200,Umbrella Holdings,CMP_1006,camp_6,SQL,,,,,,,
LEAD_0201,2025-07-26,acmeindustries.com,ACC_0201,Acme Industries,CMP_1014,camp_14,Lead,,,,,,,
LEAD_0202,2025-05-07,initechlabs.com,ACC_0202,Initech Labs,CMP_1017,camp_17,SQL,,,,,,2025-05-11,2025-05-25
LEAD_0203,2025-09-23,soylentlabs.com,ACC_0203,Soylent Labs,CMP_1014,camp_14,SQL,,,,,,,
LEAD_0204,2025-06-29,initechindustries.com,ACC_0204,Initech Industries,CMP_1007,camp_7,Lead,,,,,,,
LEAD_0205,2025-01-16,yahoo.com,ACC_0205,Wayne Group,CMP_1011,camp_11,MQL,,,,,,2025-01-20,2025-02-03
LEAD_0206,2025-04-17,umbrellasystems.com,ACC_0206,Umbrella Systems,CMP_1013,camp_13,Closed Won,OPP_0206,2025-05-12,5674.0,2025-08-01,Won,2025-04-19,2025-05-03
LEAD_0207,2025-01-02,umbrellaholdings.com,ACC_0207,Umbrella Holdings,,,Lead,,,,,,,
LEAD_0208,2025-02-16,waynecorporation.com,ACC_0208,Wayne Corporation,CMP_1019,camp_19,Lead,,,,,,,
LEAD_0209,2025-02-26,globexindustries.com,ACC_0209,Globex Industries,CMP_1019,camp_19,Closed Lost,OPP_0209,2025-03-19,4000.0,2025-06-13,Lost,2025-03-02,2025-03-16
LEAD_0210,2025-06-23,yahoo.com,ACC_0210,Stark Enterprises,CMP_1002,camp_2,MQL,,,,,,2025-06-23,2025-07-07
LEAD_0211,2025-03-11,yahoo.com,ACC_0211,Vandelay Holdings,CMP_1016,camp_16,Closed Won,OPP_0211,2025-03-19,14589.0,2025-05-29,Won,2025-03-17,2025-03-31
LEAD_0212,2025-02-25,waynesystems.com,ACC_0212,Wayne Systems,CMP_1015,camp_15,MQL,,,,,,2025-03-05,2025-03-19
LEAD_0213,2025-03-28,acmeindustries.com,ACC_0213,Acme Industries,CMP_1009,camp_9,Lead,,,,,,,
LEAD_0214,2025-08-13,vehementlabs.com,ACC_0214,Vehement Labs,,,MQL,,,,,,,
LEAD_0215,2025-03-09,globexsystems.com,ACC_0215,Globex Systems,CMP_1001,camp_1,SQL,,,,,,2025-03-11,2025-03-25
LEAD_0216,2025-08-12,starksystems.com,ACC_0216,Stark Systems,CMP_1015,camp_15,Closed Won,OPP_0216,2025-09-08,25529.0,2025-12-09,Won,2025-08-20,2025-09-03
LEAD_0217,2025-03-28,initechnetworks.com,ACC_0217,Initech Networks,CMP_1004,camp_4,Lead,,,,,,,
LEAD_0218,2025-06-14,acmedynamics.com,ACC_0218,Acme Dynamics,CMP_1003,camp_3,Lead,,,,,,,
LEAD_0219,2025-07-03,vandelaynetworks.com,ACC_0219,Vandelay Networks,CMP_1005,camp_5,SQL,,,,,,2025-07-09,2025-07-23
LEAD_0220,2025-07-24,starkholdings.com,ACC_0220,Stark Holdings,CMP_1011,camp_11,MQL,,,,,,2025-07-25,2025-08-08
LEAD_0221,2025-07-16,vehemententerprises.com,ACC_0221,Vehement Enterprises,CMP_1012,camp_12,Closed Won,OPP_0221,2025-08-05,14347.0,2025-10-03,Won,2025-07-19,2025-08-02
LEAD_0222,2025-01-17,waynecorporation.com,ACC_0222,Wayne Corporation,CMP_1015,camp_15,SQL,,,,,,2025-01-21,2025-02-04
LEAD_0223,2025-03-28,hooliindustries.com,ACC_0223,Hooli Industries,CMP_1016,camp_16,SQL,,,,,,2025-03-31,2025-04-14
LEAD_0224,2025-05-24,massivesolutions.com,ACC_0224,Massive Solutions,CMP_1011,camp_11,SQL,,,,,,2025-06-02,2025-06-16
LEAD_0225,2025-01-02,wayneenterprises.com,ACC_0225,Wayne Enterprises,CMP_1012,camp_12,SQL,,,,,,2025-01-02,2025-01-16
LEAD_0226,2025-05-17,wonkaindustries.com,ACC_0226,Wonka Industries,CMP_1016,camp_16,MQL,,,,,,,
LEAD_0227,2025-09-06,waynenetworks.com,ACC_0227,Wayne Networks,CMP_1016,camp_16,MQL,,,,,,2025-09-10,2025-09-24
LEAD_0228,2025-09-11,acmesolutions.com,ACC_0228,Acme Solutions,CMP_1017,camp_17,SQL,,,,,,2025-09-16,2025-09-30
LEAD_0229,2025-05-27,globexholdings.com,ACC_0229,Globex Holdings,CMP_1016,camp_16,Lead,,,,,,,
LEAD_0230,2025-03-18,wonkacorporation.com,ACC_0230,Wonka Corporation,CMP_1011,camp_11,SQL,,,,,,,
LEAD_0231,2025-05-25,proton.me,ACC_0231,Massive Enterprises,CMP_1009,camp_9,Closed Lost,OPP_0231,2025-06-25,25776.0,2025-08-03,Lost,2025-06-01,2025-06-15
LEAD_0232,2025-08-20,soylentlabs.com,ACC_0232,Soylent Labs,CMP_1019,camp_19,SQL,,,,,,2025-08-25,2025-09-08
LEAD_0233,2025-07-06,wonkadynamics.com,ACC_0233,Wonka Dynamics,CMP_1014,camp_14,SQL,,,,,,2025-07-12,2025-07-26
LEAD_0234,2025-06-25,wonkanetworks.com,ACC_0234,Wonka Networks,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0235,2025-01-03,umbrellaholdings.com,ACC_0235,Umbrella Holdings,CMP_1017,camp_17,SQL,,,,,,2025-01-03,2025-01-17
LEAD_0236,2025-04-28,vandelaylabs.com,ACC_0236,Vandelay Labs,CMP_1002,camp_2,Lead,,,,,,,
LEAD_0237,2025-04-29,umbrellasystems.com,ACC_0237,Umbrella Systems,CMP_1013,camp_13,MQL,,,,,,,
LEAD_0238,2025-02-01,wonkaenterprises.com,ACC_0238,Wonka Enterprises,CMP_1018,camp_18,Lead,,,,,,,
LEAD_0239,2025-03-20,hooligroup.com,ACC_0239,Hooli Group,CMP_1013,camp_13,MQL,,,,,,2025-03-24,2025-04-07
LEAD_0240,2025-02-18,starknetworks.com,ACC_0240,Stark Networks,CMP_1011,camp_11,Closed Lost,OPP_0240,2025-03-22,11647.0,2025-05-31,Lost,2025-02-24,2025-03-10
LEAD_0241,2025-05-02,gmail.com,ACC_0241,Vehement Corporation,CMP_1010,camp_10,SQL,,,,,,2025-05-06,2025-05-20
LEAD_0242,2025-04-10,yahoo.com,ACC_0242,Hooli Industries,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0243,2025-09-16,starkindustries.com,ACC_0243,Stark Industries,CMP_1012,camp_12,SQL,,,,,,2025-09-20,2025-10-04
LEAD_0244,2025-01-20,vandelaycorporation.com,ACC_0244,Vandelay Corporation,CMP_1008,camp_8,SQL,,,,,,2025-01-29,2025-02-12
LEAD_0245,2025-01-19,proton.me,ACC_0245,Umbrella Enterprises,CMP_1006,camp_6,MQL,,,,,,2025-01-25,2025-02-08
LEAD_0246,2025-07-24,initechlabs.com,ACC_0246,Initech Labs,CMP_1009,camp_9,Lead,,,,,,,
LEAD_0247,2025-02-09,initechdynamics.com,ACC_0247,Initech Dynamics,CMP_1012,camp_12,Lead,,,,,,,
LEAD_0248,2025-09-29,globexsolutions.com,ACC_0248,Globex Solutions,CMP_1011,camp_11,Closed Lost,OPP_0248,2025-10-19,28472.0,2025-11-10,Lost,2025-10-04,2025-10-18
LEAD_0249,2025-01-11,globexlabs.com,ACC_0249,Globex Labs,,,Closed Lost,OPP_0249,2025-01-27,22179.0,2025-04-13,Lost,2025-01-11,2025-01-25
LEAD_0250,2025-09-16,wayneindustries.com,ACC_0250,Wayne Industries,CMP_1009,camp_9,SQL,,,,,,2025-09-24,2025-10-08
LEAD_0251,2025-06-30,starkenterprises.com,ACC_0251,Stark Enterprises,CMP_1001,camp_1,Lead,,,,,,,
LEAD_0252,2025-07-06,initechsolutions.com,ACC_0252,Initech Solutions,CMP_1004,camp_4,Closed Lost,OPP_0252,2025-08-08,17695.0,2025-08-29,Lost,2025-07-07,2025-07-21
LEAD_0253,2025-09-15,hoolilabs.com,ACC_0253,Hooli Labs,CMP_1013,camp_13,Closed Won,OPP_0253,2025-10-23,20144.0,2025-12-14,Won,2025-09-16,2025-09-30
LEAD_0254,2025-01-01,massivesolutions.com,ACC_0254,Massive Solutions,CMP_1001,camp_1,Lead,,,,,,,
LEAD_0255,2025-03-19,vehementnetworks.com,ACC_0255,Vehement Networks,CMP_1013,camp_13,MQL,,,,,,2025-03-25,2025-04-08
LEAD_0256,2025-01-27,globexnetworks.com,ACC_0256,Globex Networks,CMP_1009,camp_9,SQL,,,,,,2025-01-31,2025-02-14
LEAD_0257,2025-02-09,globexenterprises.com,ACC_0257,Globex Enterprises,CMP_1004,camp_4,SQL,,,,,,2025-02-12,2025-02-26
LEAD_0258,2025-03-30,starksolutions.com,ACC_0258,Stark Solutions,CMP_1011,camp_11,MQL,,,,,,2025-04-05,2025-04-19
LEAD_0259,2025-06-25,soylentsystems.com,ACC_0259,Soylent Systems,CMP_1019,camp_19,MQL,,,,,,2025-06-25,2025-07-09
LEAD_0260,2025-04-05,acmelabs.com,ACC_0260,Acme Labs,CMP_1012,camp_12,MQL,,,,,,,
LEAD_0261,2025-02-08,globexdynamics.com,ACC_0261,Globex Dynamics,CMP_1015,camp_15,Closed Won,OPP_0261,2025-02-25,16996.0,2025-05-02,Won,2025-02-11,2025-02-25
LEAD_0262,2025-08-02,globexgroup.com,ACC_0262,Globex Group,,,Lead,,,,,,,
LEAD_0263,2025-08-31,gmail.com,ACC_0263,Hooli Enterprises,CMP_1002,camp_2,Closed Won,OPP_0263,2025-09-22,20269.0,2025-12-11,Won,,
LEAD_0264,2025-01-21,vandelaycorporation.com,ACC_0264,Vandelay Corporation,,,SQL,,,,,,2025-01-30,2025-02-13
LEAD_0265,2025-01-24,initechholdings.com,ACC_0265,Initech Holdings,CMP_1009,camp_9,MQL,,,,,,2025-01-25,2025-02-08
LEAD_0266,2025-08-14,acmeholdings.com,ACC_0266,Acme Holdings,,,MQL,,,,,,2025-08-22,2025-09-05
LEAD_0267,2025-05-20,umbrellasystems.com,ACC_0267,Umbrella Systems,CMP_1005,camp_5,Closed Won,OPP_0267,2025-06-26,26062.0,2025-09-12,Won,2025-05-20,2025-06-03
LEAD_0268,2025-07-29,acmeholdings.com,ACC_0268,Acme Holdings,CMP_1016,camp_16,MQL,,,,,,2025-08-01,2025-08-15
LEAD_0269,2025-04-16,initechlabs.com,ACC_0269,Initech Labs,CMP_1019,camp_19,SQL,,,,,,2025-04-25,2025-05-09
LEAD_0270,2025-05-26,yahoo.com,ACC_0270,Initech Networks,CMP_1002,camp_2,MQL,,,,,,2025-05-29,2025-06-12
LEAD_0271,2025-02-09,starkholdings.com,ACC_0271,Stark Holdings,CMP_1015,camp_15,Lead,,,,,,,
LEAD_0272,2025-05-18,initechholdings.com,ACC_0272,Initech Holdings,CMP_1005,camp_5,Closed Won,OPP_0272,2025-06-21,15725.0,2025-09-07,Won,2025-05-18,2025-06-01
LEAD_0273,2025-07-15,starklabs.com,ACC_0273,Stark Labs,CMP_1018,camp_18,MQL,,,,,,,
LEAD_0274,2025-03-06,acmelabs.com,ACC_0274,Acme Labs,CMP_1013,camp_13,SQL,,,,,,2025-03-15,2025-03-29
LEAD_0275,2025-01-23,massiveholdings.com,ACC_0275,Massive Holdings,CMP_1013,camp_13,Closed Won,OPP_0275,2025-02-04,27481.0,2025-04-11,Won,,
LEAD_0276,2025-06-01,starkdynamics.com,ACC_0276,Stark Dynamics,CMP_1012,camp_12,Closed Won,OPP_0276,2025-06-22,12512.0,2025-08-27,Won,2025-06-10,2025-06-24
LEAD_0277,2025-09-11,acmenetworks.com,ACC_0277,Acme Networks,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0278,2025-04-30,wonkasystems.com,ACC_0278,Wonka Systems,CMP_1001,camp_1,Closed Lost,OPP_0278,2025-05-21,10284.0,2025-06-13,Lost,,
LEAD_0279,2025-02-19,outlook.com,ACC_0279,Stark Solutions,CMP_1017,camp_17,SQL,,,,,,,
LEAD_0280,2025-05-23,massivenetworks.com,ACC_0280,Massive Networks,CMP_1007,camp_7,SQL,,,,,,2025-05-31,2025-06-14
LEAD_0281,2025-03-06,vandelayenterprises.com,ACC_0281,Vandelay Enterprises,CMP_1004,camp_4,Closed Lost,OPP_0281,2025-03-17,12874.0,2025-04-25,Lost,2025-03-14,2025-03-28
LEAD_0282,2025-03-08,acmecorporation.com,ACC_0282,Acme Corporation,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0283,2025-03-12,starksolutions.com,ACC_0283,Stark Solutions,CMP_1003,camp_3,SQL,,,,,,,
LEAD_0284,2025-07-03,umbrellaholdings.com,ACC_0284,Umbrella Holdings,CMP_1002,camp_2,SQL,,,,,,2025-07-04,2025-07-18
LEAD_0285,2025-08-02,umbrellagroup.com,ACC_0285,Umbrella Group,CMP_1004,camp_4,MQL,,,,,,,
LEAD_0286,2025-05-23,yahoo.com,ACC_0286,Acme Holdings,CMP_1002,camp_2,SQL,,,,,,2025-05-25,2025-06-08
LEAD_0287,2025-01-29,yahoo.com,ACC_0287,Globex Corporation,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0288,2025-07-25,initechindustries.com,ACC_0288,Initech Industries,CMP_1007,camp_7,Closed Lost,OPP_0288,2025-08-21,7639.0,2025-09-06,Lost,2025-07-29,2025-08-12
LEAD_0289,2025-09-14,vehementsystems.com,ACC_0289,Vehement Systems,CMP_1017,camp_17,SQL,,,,,,2025-09-22,2025-10-06
LEAD_0290,2025-02-11,outlook.com,ACC_0290,Globex Group,CMP_1013,camp_13,SQL,,,,,,,
LEAD_0291,2025-02-18,massivesystems.com,ACC_0291,Massive Systems,CMP_1005,camp_5,SQL,,,,,,,
LEAD_0292,2025-08-18,hoolidynamics.com,ACC_0292,Hooli Dynamics,CMP_1014,camp_14,Lead,,,,,,,
LEAD_0293,2025-08-25,wonkaholdings.com,ACC_0293,Wonka Holdings,CMP_1013,camp_13,Closed Won,OPP_0293,2025-09-13,32070.0,2025-11-17,Won,2025-08-27,2025-09-10
LEAD_0294,2025-04-15,yahoo.com,ACC_0294,Wonka Networks,,,Lead,,,,,,,
LEAD_0295,2025-02-05,waynelabs.com,ACC_0295,Wayne Labs,CMP_1003,camp_3,Lead,,,,,,,
LEAD_0296,2025-08-24,umbrellalabs.com,ACC_0296,Umbrella Labs,CMP_1014,camp_14,MQL,,,,,,2025-08-27,2025-09-10
LEAD_0297,2025-03-02,soylentindustries.com,ACC_0297,Soylent Industries,CMP_1009,camp_9,MQL,,,,,,2025-03-10,2025-03-24
LEAD_0298,2025-09-03,vehementsolutions.com,ACC_0298,Vehement Solutions,CMP_1002,camp_2,SQL,,,,,,,
LEAD_0299,2025-06-28,wonkaindustries.com,ACC_0299,Wonka Industries,CMP_1004,camp_4,Closed Lost,OPP_0299,2025-08-02,14754.0,2025-09-14,Lost,,
LEAD_0300,2025-05-02,umbrellaindustries.com,ACC_0300,Umbrella Industries,CMP_1014,camp_14,Closed Lost,OPP_0300,2025-05-15,22013.0,2025-06-02,Lost,2025-05-11,2025-05-25
LEAD_0301,2025-01-20,initechnetworks.com,ACC_0301,Initech Networks,,,Closed Lost,OPP_0301,2025-02-08,20627.0,2025-05-10,Lost,2025-01-26,2025-02-09
LEAD_0302,2025-01-13,gmail.com,ACC_0302,Globex Industries,CMP_1017,camp_17,MQL,,,,,,2025-01-17,2025-01-31
LEAD_0303,2025-07-28,hooligroup.com,ACC_0303,Hooli Group,CMP_1017,camp_17,Closed Lost,OPP_0303,2025-08-12,26335.0,2025-10-06,Lost,2025-07-28,2025-08-11
LEAD_0304,2025-06-21,outlook.com,ACC_0304,Massive Holdings,CMP_1004,camp_4,Closed Lost,OPP_0304,2025-07-11,13390.0,2025-08-20,Lost,2025-06-21,2025-07-05
LEAD_0305,2025-08-19,waynecorporation.com,ACC_0305,Wayne Corporation,CMP_1001,camp_1,Closed Lost,OPP_0305,2025-09-09,16608.0,2025-11-02,Lost,2025-08-19,2025-09-02
LEAD_0306,2025-09-26,vandelayholdings.com,ACC_0306,Vandelay Holdings,,,Lead,,,,,,,
LEAD_0307,2025-09-24,hoolilabs.com,ACC_0307,Hooli Labs,CMP_1018,camp_18,Lead,,,,,,,
LEAD_0308,2025-06-13,globexindustries.com,ACC_0308,Globex Industries,CMP_1015,camp_15,Lead,,,,,,,
LEAD_0309,2025-02-10,umbrellacorporation.com,ACC_0309,Umbrella Corporation,,,Closed Won,OPP_0309,2025-02-22,22910.0,2025-06-09,Won,2025-02-17,2025-03-03
LEAD_0310,2025-04-13,vandelaycorporation.com,ACC_0310,Vandelay Corporation,CMP_1001,camp_1,SQL,,,,,,2025-04-20,2025-05-04
LEAD_0311,2025-04-03,wonkadynamics.com,ACC_0311,Wonka Dynamics,CMP_1004,camp_4,Closed Lost,OPP_0311,2025-05-02,12184.0,2025-06-12,Lost,2025-04-03,2025-04-17
LEAD_0312,2025-08-16,starkenterprises.com,ACC_0312,Stark Enterprises,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0313,2025-05-25,vehementholdings.com,ACC_0313,Vehement Holdings,CMP_1012,camp_12,Closed Lost,OPP_0313,2025-07-02,16287.0,2025-08-28,Lost,2025-06-02,2025-06-16
LEAD_0314,2025-09-14,wonkasolutions.com,ACC_0314,Wonka Solutions,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0315,2025-07-03,starkholdings.com,ACC_0315,Stark Holdings,CMP_1001,camp_1,MQL,,,,,,2025-07-12,2025-07-26
LEAD_0316,2025-05-12,initechnetworks.com,ACC_0316,Initech Networks,CMP_1017,camp_17,MQL,,,,,,2025-05-17,2025-05-31
LEAD_0317,2025-02-12,vehementnetworks.com,ACC_0317,Vehement Networks,CMP_1014,camp_14,MQL,,,,,,,
LEAD_0318,2025-03-11,gmail.com,ACC_0318,Globex Industries,,,MQL,,,,,,2025-03-18,2025-04-01
LEAD_0319,2025-06-29,massivedynamics.com,ACC_0319,Massive Dynamics,CMP_1004,camp_4,Closed Lost,OPP_0319,2025-07-18,20701.0,2025-10-05,Lost,2025-07-04,2025-07-18
LEAD_0320,2025-03-02,wonkacorporation.com,ACC_0320,Wonka Corporation,CMP_1013,camp_13,Closed Won,OPP_0320,2025-03-23,27952.0,2025-05-14,Won,2025-03-05,2025-03-19
LEAD_0321,2025-07-27,vehementdynamics.com,ACC_0321,Vehement Dynamics,CMP_1004,camp_4,MQL,,,,,,2025-07-27,2025-08-10
LEAD_0322,2025-03-03,vandelaydynamics.com,ACC_0322,Vandelay Dynamics,,,Closed Won,OPP_0322,2025-03-30,16102.0,2025-05-22,Won,2025-03-11,2025-03-25
LEAD_0323,2025-03-22,globexgroup.com,ACC_0323,Globex Group,CMP_1012,camp_12,MQL,,,,,,2025-03-26,2025-04-09
LEAD_0324,2025-08-10,outlook.com,ACC_0324,Vandelay Systems,CMP_1003,camp_3,Closed Won,OPP_0324,2025-08-18,26807.0,2025-10-05,Won,2025-08-14,2025-08-28
LEAD_0325,2025-08-20,vandelaynetworks.com,ACC_0325,Vandelay Networks,CMP_1013,camp_13,Lead,,,,,,,
LEAD_0326,2025-09-18,yahoo.com,ACC_0326,Soylent Industries,CMP_1012,camp_12,Closed Won,OPP_0326,2025-10-03,14638.0,2025-10-28,Won,2025-09-27,2025-10-11
LEAD_0327,2025-02-26,yahoo.com,ACC_0327,Wayne Solutions,CMP_1005,camp_5,SQL,,,,,,2025-02-27,2025-03-13
LEAD_0328,2025-08-01,soylententerprises.com,ACC_0328,Soylent Enterprises,CMP_1010,camp_10,MQL,,,,,,2025-08-04,2025-08-18
LEAD_0329,2025-02-09,vandelaysolutions.com,ACC_0329,Vandelay Solutions,CMP_1011,camp_11,MQL,,,,,,2025-02-14,2025-02-28
LEAD_0330,2025-01-14,vehementdynamics.com,ACC_0330,Vehement Dynamics,CMP_1009,camp_9,Lead,,,,,,,
LEAD_0331,2025-05-07,massiveenterprises.com,ACC_0331,Massive Enterprises,CMP_1018,camp_18,Lead,,,,,,,
LEAD_0332,2025-03-29,gmail.com,ACC_0332,Umbrella Corporation,CMP_1013,camp_13,SQL,,,,,,2025-04-05,2025-04-19
LEAD_0333,2025-06-02,acmeenterprises.com,ACC_0333,Acme Enterprises,CMP_1001,camp_1,MQL,,,,,,2025-06-10,2025-06-24
LEAD_0334,2025-06-29,outlook.com,ACC_0334,Acme Dynamics,CMP_1008,camp_8,MQL,,,,,,2025-07-06,2025-07-20
LEAD_0335,2025-01-08,globexgroup.com,ACC_0335,Globex Group,CMP_1004,camp_4,Closed Won,OPP_0335,2025-01-15,13164.0,2025-04-28,Won,2025-01-08,2025-01-22
LEAD_0336,2025-07-17,wayneholdings.com,ACC_0336,Wayne Holdings,CMP_1014,camp_14,SQL,,,,,,2025-07-24,2025-08-07
LEAD_0337,2025-09-08,vandelaycorporation.com,ACC_0337,Vandelay Corporation,CMP_1014,camp_14,SQL,,,,,,2025-09-16,2025-09-30
LEAD_0338,2025-03-08,globexdynamics.com,ACC_0338,Globex Dynamics,CMP_1007,camp_7,MQL,,,,,,2025-03-12,2025-03-26
LEAD_0339,2025-08-19,globexsystems.com,ACC_0339,Globex Systems,CMP_1010,camp_10,Closed Lost,OPP_0339,2025-09-25,26577.0,2025-10-28,Lost,2025-08-23,2025-09-06
LEAD_0340,2025-08-16,massiveholdings.com,ACC_0340,Massive Holdings,CMP_1009,camp_9,MQL,,,,,,2025-08-21,2025-09-04
LEAD_0341,2025-04-27,initechnetworks.com,ACC_0341,Initech Networks,,,SQL,,,,,,2025-05-02,2025-05-16
LEAD_0342,2025-09-29,vandelaylabs.com,ACC_0342,Vandelay Labs,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0343,2025-08-13,soylentnetworks.com,ACC_0343,Soylent Networks,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0344,2025-06-07,umbrellanetworks.com,ACC_0344,Umbrella Networks,CMP_1012,camp_12,MQL,,,,,,,
LEAD_0345,2025-04-28,soylententerprises.com,ACC_0345,Soylent Enterprises,CMP_1013,camp_13,Lead,,,,,,,
LEAD_0346,2025-05-29,proton.me,ACC_0346,Wayne Dynamics,CMP_1003,camp_3,Closed Lost,OPP_0346,2025-07-02,16911.0,2025-08-18,Lost,2025-05-30,2025-06-13
LEAD_0347,2025-04-06,vandelayholdings.com,ACC_0347,Vandelay Holdings,CMP_1019,camp_19,Closed Lost,OPP_0347,2025-04-25,30055.0,2025-06-23,Lost,,
LEAD_0348,2025-06-19,vandelaysolutions.com,ACC_0348,Vandelay Solutions,CMP_1012,camp_12,SQL,,,,,,2025-06-27,2025-07-11
LEAD_0349,2025-04-07,waynegroup.com,ACC_0349,Wayne Group,CMP_1011,camp_11,Closed Lost,OPP_0349,2025-05-07,14740.0,2025-06-15,Lost,2025-04-09,2025-04-23
LEAD_0350,2025-02-26,initechsystems.com,ACC_0350,Initech Systems,CMP_1004,camp_4,Closed Won,OPP_0350,2025-03-31,19624.0,2025-04-10,Won,2025-02-27,2025-03-13
LEAD_0351,2025-08-13,globexindustries.com,ACC_0351,Globex Industries,CMP_1011,camp_11,Lead,,,,,,,
LEAD_0352,2025-05-14,wonkanetworks.com,ACC_0352,Wonka Networks,,,SQL,,,,,,2025-05-16,2025-05-30
LEAD_0353,2025-09-08,wonkacorporation.com,ACC_0353,Wonka Corporation,CMP_1017,camp_17,Lead,,,,,,,
LEAD_0354,2025-03-19,wayneindustries.com,ACC_0354,Wayne Industries,CMP_1014,camp_14,SQL,,,,,,2025-03-28,2025-04-11
LEAD_0355,2025-09-22,initechcorporation.com,ACC_0355,Initech Corporation,CMP_1015,camp_15,MQL,,,,,,,
LEAD_0356,2025-02-27,vandelaycorporation.com,ACC_0356,Vandelay Corporation,CMP_1012,camp_12,SQL,,,,,,2025-02-27,2025-03-13
