company_id,lead_id,created_at,email_domain,company_name,campaign_id,utm_campaign,lifecycle_stage,opportunity_id,opportunity_created_at,amount,close_date,close_status,trial_start_at,trial_end_at,is_opportunity,is_won,events,active_days,users,logins,feature_x,feature_y,plan_tiers,activated_30d
ACC_0130,LEAD_0130,2025-04-20,starksolutions.com,Stark Solutions,CMP_1016,camp_16,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0131,LEAD_0131,2025-02-04,yahoo.com,Initech Holdings,CMP_1015,camp_15,SQL,,,,,,2025-02-12,2025-02-26,False,False,52.0,15.0,26.0,20.0,14.0,7.0,4.0,False
ACC_0132,LEAD_0132,2025-03-29,wayneholdings.com,Wayne Holdings,CMP_1008,camp_8,Closed Lost,OPP_0132,2025-05-06,24458.0,2025-07-10,Lost,2025-03-29,2025-04-12,True,False,43.0,14.0,24.0,16.0,5.0,11.0,4.0,False
ACC_0133,LEAD_0133,2025-06-09,acmedynamics.com,Acme Dynamics,CMP_1014,camp_14,Closed Won,OPP_0133,2025-06-23,10108.0,2025-07-09,Won,2025-06-15,2025-06-29,True,True,514.0,126.0,5.0,226.0,101.0,79.0,3.0,True
ACC_0134,LEAD_0134,2025-09-28,acmegroup.com,Acme Group,,,Closed Lost,OPP_0134,2025-10-18,20912.0,2026-01-17,Lost,2025-10-01,2025-10-15,True,False,68.0,15.0,4.0,29.0,20.0,9.0,4.0,False
ACC_0135,LEAD_0135,2025-06-24,vandelaycorporation.com,Vandelay Corporation,CMP_1018,camp_18,MQL,,,,,,2025-07-02,2025-07-16,False,False,48.0,15.0,15.0,19.0,9.0,10.0,4.0,False
ACC_0136,LEAD_0136,2025-09-29,umbrellaindustries.com,Umbrella Industries,CMP_1012,camp_12,Closed Won,OPP_0136,2025-11-06,18119.0,2025-11-14,Won,2025-09-30,2025-10-14,True,True,372.0,96.0,39.0,177.0,71.0,58.0,3.0,True
ACC_0137,LEAD_0137,2025-04-30,starknetworks.com,Stark Networks,CMP_1018,camp_18,MQL,,,,,,2025-05-06,2025-05-20,False,False,34.0,14.0,21.0,15.0,7.0,4.0,4.0,False
ACC_0138,LEAD_0138,2025-02-12,initechnetworks.com,Initech Networks,CMP_1017,camp_17,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0139,LEAD_0139,2025-01-04,umbrellasolutions.com,Umbrella Solutions,CMP_1014,camp_14,Closed Lost,OPP_0139,2025-02-10,11261.0,2025-02-05,Lost,,,True,False,,,,,,,,False
ACC_0140,LEAD_0140,2025-01-19,yahoo.com,Soylent Group,CMP_1012,camp_12,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0141,LEAD_0141,2025-01-07,yahoo.com,Umbrella Solutions,CMP_1015,camp_15,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0142,LEAD_0142,2025-07-15,vehementlabs.com,Vehement Labs,CMP_1013,camp_13,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0143,LEAD_0143,2025-05-12,globexgroup.com,Globex Group,CMP_1012,camp_12,SQL,,,,,,2025-05-17,2025-05-31,False,False,52.0,15.0,29.0,23.0,12.0,6.0,4.0,False
ACC_0144,LEAD_0144,2025-05-01,massivenetworks.com,Massive Networks,CMP_1007,camp_7,SQL,,,,,,2025-05-03,2025-05-17,False,False,56.0,15.0,25.0,28.0,11.0,6.0,4.0,False
ACC_0145,LEAD_0145,2025-04-24,proton.me,Vehement Solutions,CMP_1010,camp_10,SQL,,,,,,2025-05-03,2025-05-17,False,False,54.0,13.0,25.0,26.0,8.0,7.0,4.0,False
ACC_0146,LEAD_0146,2025-05-29,umbrellanetworks.com,Umbrella Networks,CMP_1015,camp_15,MQL,,,,,,2025-06-03,2025-06-17,False,False,56.0,15.0,27.0,31.0,7.0,9.0,3.0,False
ACC_0147,LEAD_0147,2025-01-12,globexholdings.com,Globex Holdings,,,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0148,LEAD_0148,2025-04-06,hooligroup.com,Hooli Group,CMP_1018,camp_18,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0149,LEAD_0149,2025-05-30,globexindustries.com,Globex Industries,CMP_1015,camp_15,Closed Lost,OPP_0149,2025-06-15,32051.0,2025-07-07,Lost,2025-06-02,2025-06-16,True,False,50.0,15.0,26.0,20.0,11.0,9.0,4.0,False
ACC_0150,LEAD_0150,2025-06-01,massiveholdings.com,Massive Holdings,CMP_1009,camp_9,Closed Won,OPP_0150,2025-06-19,21364.0,2025-07-30,Won,,,True,True,,,,,,,,False
ACC_0151,LEAD_0151,2025-05-11,vandelayholdings.com,Vandelay Holdings,CMP_1012,camp_12,SQL,,,,,,2025-05-15,2025-05-29,False,False,59.0,15.0,4.0,23.0,12.0,14.0,4.0,False
ACC_0152,LEAD_0152,2025-06-10,vehemententerprises.com,Vehement Enterprises,CMP_1004,camp_4,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0153,LEAD_0153,2025-01-18,yahoo.com,Initech Group,CMP_1019,camp_19,SQL,,,,,,2025-01-19,2025-02-02,False,False,59.0,15.0,14.0,27.0,13.0,5.0,4.0,False
ACC_0154,LEAD_0154,2025-02-05,initechsystems.com,Initech Systems,CMP_1003,camp_3,Closed Lost,OPP_0154,2025-03-10,19593.0,2025-04-06,Lost,2025-02-12,2025-02-26,True,False,40.0,15.0,4.0,18.0,11.0,4.0,4.0,False
ACC_0155,LEAD_0155,2025-03-28,umbrellasystems.com,Umbrella Systems,CMP_1016,camp_16,SQL,,,,,,2025-04-01,2025-04-15,False,False,51.0,15.0,24.0,20.0,10.0,13.0,4.0,False
ACC_0156,LEAD_0156,2025-09-01,acmesystems.com,Acme Systems,CMP_1001,camp_1,Closed Lost,OPP_0156,2025-09-08,17866.0,2025-11-16,Lost,2025-09-05,2025-09-19,True,False,48.0,14.0,23.0,18.0,12.0,9.0,4.0,False
ACC_0157,LEAD_0157,2025-02-15,umbrellalabs.com,Umbrella Labs,CMP_1001,camp_1,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0158,LEAD_0158,2025-03-03,hooliindustries.com,Hooli Industries,CMP_1013,camp_13,Closed Lost,OPP_0158,2025-03-16,25409.0,2025-04-12,Lost,2025-03-09,2025-03-23,True,False,52.0,15.0,28.0,15.0,10.0,11.0,4.0,False
ACC_0159,LEAD_0159,2025-07-09,acmeholdings.com,Acme Holdings,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0160,LEAD_0160,2025-06-28,vandelayenterprises.com,Vandelay Enterprises,CMP_1011,camp_11,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0161,LEAD_0161,2025-07-27,vehementindustries.com,Vehement Industries,CMP_1011,camp_11,MQL,,,,,,2025-08-03,2025-08-17,False,False,55.0,15.0,31.0,26.0,8.0,9.0,4.0,False
ACC_0162,LEAD_0162,2025-07-31,outlook.com,Acme Systems,CMP_1015,camp_15,SQL,,,,,,2025-08-03,2025-08-17,False,False,61.0,15.0,28.0,23.0,15.0,7.0,4.0,False
ACC_0163,LEAD_0163,2025-05-02,wonkaholdings.com,Wonka Holdings,CMP_1001,camp_1,MQL,,,,,,2025-05-09,2025-05-23,False,False,57.0,15.0,2.0,24.0,8.0,12.0,4.0,False
ACC_0164,LEAD_0164,2025-08-30,yahoo.com,Wonka Solutions,CMP_1005,camp_5,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0165,LEAD_0165,2025-09-07,initechsolutions.com,Initech Solutions,CMP_1009,camp_9,SQL,,,,,,2025-09-10,2025-09-24,False,False,40.0,15.0,4.0,16.0,6.0,7.0,3.0,False
ACC_0166,LEAD_0166,2025-08-08,globexsolutions.com,Globex Solutions,CMP_1016,camp_16,SQL,,,,,,2025-08-12,2025-08-26,False,False,51.0,15.0,14.0,16.0,12.0,11.0,4.0,False
ACC_0167,LEAD_0167,2025-01-08,vandelayenterprises.com,Vandelay Enterprises,CMP_1015,camp_15,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0168,LEAD_0168,2025-08-15,yahoo.com,Umbrella Networks,CMP_1004,camp_4,SQL,,,,,,2025-08-15,2025-08-29,False,False,55.0,13.0,3.0,26.0,11.0,8.0,4.0,False
ACC_0169,LEAD_0169,2025-06-07,acmeenterprises.com,Acme Enterprises,CMP_1016,camp_16,Closed Won,OPP_0169,2025-06-20,30225.0,2025-09-30,Won,2025-06-16,2025-06-30,True,True,357.0,89.0,15.0,163.0,78.0,55.0,3.0,True
ACC_0170,LEAD_0170,2025-06-23,initechgroup.com,Initech Group,CMP_1001,camp_1,MQL,,,,,,2025-07-01,2025-07-15,False,False,57.0,15.0,23.0,22.0,14.0,8.0,4.0,False
ACC_0171,LEAD_0171,2025-09-20,umbrellaholdings.com,Umbrella Holdings,CMP_1013,camp_13,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0172,LEAD_0172,2025-04-06,umbrellanetworks.com,Umbrella Networks,CMP_1018,camp_18,Closed Lost,OPP_0172,2025-04-27,26066.0,2025-06-22,Lost,2025-04-12,2025-04-26,True,False,67.0,15.0,14.0,33.0,11.0,12.0,4.0,False
ACC_0173,LEAD_0173,2025-03-09,vandelayholdings.com,Vandelay Holdings,CMP_1010,camp_10,MQL,,,,,,2025-03-16,2025-03-30,False,False,54.0,15.0,24.0,19.0,17.0,7.0,4.0,False
ACC_0174,LEAD_0174,2025-05-01,hoolinetworks.com,Hooli Networks,CMP_1014,camp_14,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0175,LEAD_0175,2025-06-10,umbrellaholdings.com,Umbrella Holdings,CMP_1004,camp_4,SQL,,,,,,2025-06-12,2025-06-26,False,False,36.0,14.0,22.0,11.0,12.0,8.0,4.0,False
ACC_0176,LEAD_0176,2025-03-29,proton.me,Globex Group,CMP_1008,camp_8,Closed Lost,OPP_0176,2025-04-07,27071.0,2025-05-13,Lost,2025-04-07,2025-04-21,True,False,53.0,15.0,28.0,21.0,14.0,7.0,4.0,False
ACC_0177,LEAD_0177,2025-05-13,acmesolutions.com,Acme Solutions,CMP_1019,camp_19,SQL,,,,,,2025-05-21,2025-06-04,False,False,49.0,14.0,18.0,26.0,7.0,3.0,4.0,False
ACC_0178,LEAD_0178,2025-07-29,initechgroup.com,Initech Group,CMP_1001,camp_1,SQL,,,,,,2025-08-06,2025-08-20,False,False,51.0,15.0,26.0,19.0,7.0,10.0,4.0,False
ACC_0179,LEAD_0179,2025-04-14,wonkalabs.com,Wonka Labs,CMP_1012,camp_12,Closed Won,OPP_0179,2025-05-03,12774.0,2025-07-19,Won,,,True,True,,,,,,,,False
ACC_0180,LEAD_0180,2025-08-02,initechlabs.com,Initech Labs,CMP_1015,camp_15,Closed Won,OPP_0180,2025-08-20,19321.0,2025-10-07,Won,2025-08-08,2025-08-22,True,True,481.0,120.0,18.0,227.0,88.0,74.0,3.0,True
ACC_0181,LEAD_0181,2025-06-06,soylententerprises.com,Soylent Enterprises,CMP_1018,camp_18,Closed Lost,OPP_0181,2025-06-23,26636.0,2025-09-12,Lost,2025-06-10,2025-06-24,True,False,62.0,15.0,29.0,29.0,12.0,15.0,4.0,False
ACC_0182,LEAD_0182,2025-09-13,vehementdynamics.com,Vehement Dynamics,CMP_1004,camp_4,MQL,,,,,,2025-09-20,2025-10-04,False,False,63.0,15.0,21.0,28.0,15.0,7.0,4.0,False
ACC_0183,LEAD_0183,2025-09-17,acmegroup.com,Acme Group,CMP_1007,camp_7,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0184,LEAD_0184,2025-04-13,vehemententerprises.com,Vehement Enterprises,CMP_1009,camp_9,Closed Lost,OPP_0184,2025-05-16,26276.0,2025-08-03,Lost,2025-04-20,2025-05-04,True,False,59.0,15.0,2.0,26.0,18.0,5.0,4.0,False
ACC_0185,LEAD_0185,2025-02-04,outlook.com,Stark Enterprises,CMP_1016,camp_16,SQL,,,,,,2025-02-07,2025-02-21,False,False,44.0,14.0,18.0,17.0,11.0,8.0,4.0,False
ACC_0186,LEAD_0186,2025-04-20,umbrellaholdings.com,Umbrella Holdings,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0187,LEAD_0187,2025-02-08,acmelabs.com,Acme Labs,CMP_1001,camp_1,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0188,LEAD_0188,2025-07-23,vehementlabs.com,Vehement Labs,CMP_1016,camp_16,Closed Lost,OPP_0188,2025-08-20,21327.0,2025-08-20,Lost,2025-07-25,2025-08-08,True,False,63.0,15.0,31.0,25.0,15.0,10.0,4.0,False
ACC_0189,LEAD_0189,2025-05-30,massiveenterprises.com,Massive Enterprises,CMP_1012,camp_12,SQL,,,,,,2025-06-01,2025-06-15,False,False,54.0,15.0,6.0,21.0,12.0,10.0,4.0,False
ACC_0190,LEAD_0190,2025-08-27,wonkalabs.com,Wonka Labs,CMP_1017,camp_17,Closed Won,OPP_0190,2025-09-12,20935.0,2025-10-18,Won,2025-09-02,2025-09-16,True,True,446.0,111.0,38.0,205.0,83.0,69.0,3.0,True
ACC_0191,LEAD_0191,2025-02-13,proton.me,Vandelay Systems,CMP_1009,camp_9,Closed Won,OPP_0191,2025-03-06,35629.0,2025-04-22,Won,2025-02-22,2025-03-08,True,True,251.0,62.0,7.0,99.0,56.0,46.0,3.0,True
ACC_0192,LEAD_0192,2025-07-27,outlook.com,Hooli Corporation,CMP_1002,camp_2,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0193,LEAD_0193,2025-05-26,hoolicorporation.com,Hooli Corporation,CMP_1013,camp_13,Closed Lost,OPP_0193,2025-06-25,28943.0,2025-08-11,Lost,2025-05-27,2025-06-10,True,False,55.0,15.0,26.0,22.0,12.0,8.0,4.0,False
ACC_0194,LEAD_0194,2025-03-14,soylentcorporation.com,Soylent Corporation,CMP_1014,camp_14,Closed Won,OPP_0194,2025-03-28,23601.0,2025-06-27,Won,2025-03-14,2025-03-28,True,True,518.0,126.0,39.0,243.0,100.0,66.0,3.0,True
ACC_0195,LEAD_0195,2025-07-23,acmecorporation.com,Acme Corporation,CMP_1017,camp_17,MQL,,,,,,2025-07-23,2025-08-06,False,False,54.0,15.0,15.0,29.0,7.0,5.0,4.0,False
ACC_0196,LEAD_0196,2025-03-04,proton.me,Globex Enterprises,CMP_1008,camp_8,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0197,LEAD_0197,2025-02-09,acmelabs.com,Acme Labs,CMP_1019,camp_19,Closed Lost,OPP_0197,2025-02-25,29111.0,2025-05-04,Lost,2025-02-18,2025-03-04,True,False,68.0,15.0,9.0,25.0,12.0,14.0,4.0,False
ACC_0198,LEAD_0198,2025-01-13,initechsystems.com,Initech Systems,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0199,LEAD_0199,2025-09-07,soylentholdings.com,Soylent Holdings,CMP_1011,camp_11,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0200,LEAD_0200,2025-04-05,umbrellaholdings.com,Umbrella Holdings,CMP_1006,camp_6,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0201,LEAD_0201,2025-07-26,acmeindustries.com,Acme Industries,CMP_1014,camp_14,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0202,LEAD_0202,2025-05-07,initechlabs.com,Initech Labs,CMP_1017,camp_17,SQL,,,,,,2025-05-11,2025-05-25,False,False,47.0,14.0,29.0,18.0,12.0,9.0,4.0,False
ACC_0203,LEAD_0203,2025-09-23,soylentlabs.com,Soylent Labs,CMP_1014,camp_14,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0204,LEAD_0204,2025-06-29,initechindustries.com,Initech Industries,CMP_1007,camp_7,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0205,LEAD_0205,2025-01-16,yahoo.com,Wayne Group,CMP_1011,camp_11,MQL,,,,,,2025-01-20,2025-02-03,False,False,63.0,15.0,29.0,20.0,16.0,12.0,4.0,False
ACC_0206,LEAD_0206,2025-04-17,umbrellasystems.com,Umbrella Systems,CMP_1013,camp_13,Closed Won,OPP_0206,2025-05-12,5674.0,2025-08-01,Won,2025-04-19,2025-05-03,True,True,368.0,97.0,24.0,182.0,52.0,52.0,3.0,True
ACC_0207,LEAD_0207,2025-01-02,umbrellaholdings.com,Umbrella Holdings,,,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0208,LEAD_0208,2025-02-16,waynecorporation.com,Wayne Corporation,CMP_1019,camp_19,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0209,LEAD_0209,2025-02-26,globexindustries.com,Globex Industries,CMP_1019,camp_19,Closed Lost,OPP_0209,2025-03-19,4000.0,2025-06-13,Lost,2025-03-02,2025-03-16,True,False,60.0,15.0,17.0,33.0,11.0,7.0,4.0,False
ACC_0210,LEAD_0210,2025-06-23,yahoo.com,Stark Enterprises,CMP_1002,camp_2,MQL,,,,,,2025-06-23,2025-07-07,False,False,45.0,15.0,12.0,19.0,11.0,4.0,4.0,False
ACC_0211,LEAD_0211,2025-03-11,yahoo.com,Vandelay Holdings,CMP_1016,camp_16,Closed Won,OPP_0211,2025-03-19,14589.0,2025-05-29,Won,2025-03-17,2025-03-31,True,True,369.0,90.0,5.0,175.0,80.0,49.0,3.0,True
ACC_0212,LEAD_0212,2025-02-25,waynesystems.com,Wayne Systems,CMP_1015,camp_15,MQL,,,,,,2025-03-05,2025-03-19,False,False,36.0,13.0,22.0,17.0,5.0,3.0,4.0,False
ACC_0213,LEAD_0213,2025-03-28,acmeindustries.com,Acme Industries,CMP_1009,camp_9,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0214,LEAD_0214,2025-08-13,vehementlabs.com,Vehement Labs,,,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0215,LEAD_0215,2025-03-09,globexsystems.com,Globex Systems,CMP_1001,camp_1,SQL,,,,,,2025-03-11,2025-03-25,False,False,40.0,13.0,7.0,22.0,5.0,8.0,4.0,False
ACC_0216,LEAD_0216,2025-08-12,starksystems.com,Stark Systems,CMP_1015,camp_15,Closed Won,OPP_0216,2025-09-08,25529.0,2025-12-09,Won,2025-08-20,2025-09-03,True,True,382.0,98.0,29.0,167.0,71.0,69.0,3.0,True
ACC_0217,LEAD_0217,2025-03-28,initechnetworks.com,Initech Networks,CMP_1004,camp_4,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0218,LEAD_0218,2025-06-14,acmedynamics.com,Acme Dynamics,CMP_1003,camp_3,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0219,LEAD_0219,2025-07-03,vandelaynetworks.com,Vandelay Networks,CMP_1005,camp_5,SQL,,,,,,2025-07-09,2025-07-23,False,False,63.0,15.0,32.0,33.0,13.0,6.0,4.0,False
ACC_0220,LEAD_0220,2025-07-24,starkholdings.com,Stark Holdings,CMP_1011,camp_11,MQL,,,,,,2025-07-25,2025-08-08,False,False,50.0,14.0,25.0,25.0,14.0,2.0,4.0,False
ACC_0221,LEAD_0221,2025-07-16,vehemententerprises.com,Vehement Enterprises,CMP_1012,camp_12,Closed Won,OPP_0221,2025-08-05,14347.0,2025-10-03,Won,2025-07-19,2025-08-02,True,True,206.0,52.0,19.0,91.0,40.0,33.0,3.0,True
ACC_0222,LEAD_0222,2025-01-17,waynecorporation.com,Wayne Corporation,CMP_1015,camp_15,SQL,,,,,,2025-01-21,2025-02-04,False,False,65.0,15.0,29.0,28.0,18.0,4.0,4.0,False
ACC_0223,LEAD_0223,2025-03-28,hooliindustries.com,Hooli Industries,CMP_1016,camp_16,SQL,,,,,,2025-03-31,2025-04-14,False,False,51.0,15.0,18.0,30.0,7.0,7.0,4.0,False
ACC_0224,LEAD_0224,2025-05-24,massivesolutions.com,Massive Solutions,CMP_1011,camp_11,SQL,,,,,,2025-06-02,2025-06-16,False,False,52.0,14.0,3.0,32.0,6.0,6.0,4.0,False
ACC_0225,LEAD_0225,2025-01-02,wayneenterprises.com,Wayne Enterprises,CMP_1012,camp_12,SQL,,,,,,2025-01-02,2025-01-16,False,False,43.0,14.0,19.0,19.0,9.0,6.0,3.0,False
ACC_0226,LEAD_0226,2025-05-17,wonkaindustries.com,Wonka Industries,CMP_1016,camp_16,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0227,LEAD_0227,2025-09-06,waynenetworks.com,Wayne Networks,CMP_1016,camp_16,MQL,,,,,,2025-09-10,2025-09-24,False,False,55.0,14.0,27.0,26.0,10.0,10.0,4.0,False
ACC_0228,LEAD_0228,2025-09-11,acmesolutions.com,Acme Solutions,CMP_1017,camp_17,SQL,,,,,,2025-09-16,2025-09-30,False,False,60.0,15.0,32.0,30.0,8.0,12.0,4.0,False
ACC_0229,LEAD_0229,2025-05-27,globexholdings.com,Globex Holdings,CMP_1016,camp_16,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0230,LEAD_0230,2025-03-18,wonkacorporation.com,Wonka Corporation,CMP_1011,camp_11,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0231,LEAD_0231,2025-05-25,proton.me,Massive Enterprises,CMP_1009,camp_9,Closed Lost,OPP_0231,2025-06-25,25776.0,2025-08-03,Lost,2025-06-01,2025-06-15,True,False,51.0,14.0,18.0,20.0,9.0,9.0,4.0,False
ACC_0232,LEAD_0232,2025-08-20,soylentlabs.com,Soylent Labs,CMP_1019,camp_19,SQL,,,,,,2025-08-25,2025-09-08,False,False,47.0,15.0,31.0,20.0,6.0,8.0,4.0,False
ACC_0233,LEAD_0233,2025-07-06,wonkadynamics.com,Wonka Dynamics,CMP_1014,camp_14,SQL,,,,,,2025-07-12,2025-07-26,False,False,49.0,14.0,3.0,26.0,8.0,9.0,4.0,False
ACC_0234,LEAD_0234,2025-06-25,wonkanetworks.com,Wonka Networks,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0235,LEAD_0235,2025-01-03,umbrellaholdings.com,Umbrella Holdings,CMP_1017,camp_17,SQL,,,,,,2025-01-03,2025-01-17,False,False,49.0,13.0,20.0,26.0,7.0,8.0,3.0,False
ACC_0236,LEAD_0236,2025-04-28,vandelaylabs.com,Vandelay Labs,CMP_1002,camp_2,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0237,LEAD_0237,2025-04-29,umbrellasystems.com,Umbrella Systems,CMP_1013,camp_13,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0238,LEAD_0238,2025-02-01,wonkaenterprises.com,Wonka Enterprises,CMP_1018,camp_18,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0239,LEAD_0239,2025-03-20,hooligroup.com,Hooli Group,CMP_1013,camp_13,MQL,,,,,,2025-03-24,2025-04-07,False,False,61.0,15.0,17.0,33.0,12.0,8.0,4.0,False
ACC_0240,LEAD_0240,2025-02-18,starknetworks.com,Stark Networks,CMP_1011,camp_11,Closed Lost,OPP_0240,2025-03-22,11647.0,2025-05-31,Lost,2025-02-24,2025-03-10,True,False,59.0,15.0,25.0,20.0,12.0,13.0,4.0,False
ACC_0241,LEAD_0241,2025-05-02,gmail.com,Vehement Corporation,CMP_1010,camp_10,SQL,,,,,,2025-05-06,2025-05-20,False,False,68.0,14.0,30.0,34.0,9.0,9.0,4.0,False
ACC_0242,LEAD_0242,2025-04-10,yahoo.com,Hooli Industries,CMP_1010,camp_10,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0243,LEAD_0243,2025-09-16,starkindustries.com,Stark Industries,CMP_1012,camp_12,SQL,,,,,,2025-09-20,2025-10-04,False,False,51.0,14.0,11.0,21.0,7.0,15.0,4.0,False
ACC_0244,LEAD_0244,2025-01-20,vandelaycorporation.com,Vandelay Corporation,CMP_1008,camp_8,SQL,,,,,,2025-01-29,2025-02-12,False,False,53.0,14.0,13.0,23.0,8.0,6.0,3.0,False
ACC_0245,LEAD_0245,2025-01-19,proton.me,Umbrella Enterprises,CMP_1006,camp_6,MQL,,,,,,2025-01-25,2025-02-08,False,False,58.0,15.0,22.0,27.0,11.0,7.0,4.0,False
ACC_0246,LEAD_0246,2025-07-24,initechlabs.com,Initech Labs,CMP_1009,camp_9,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0247,LEAD_0247,2025-02-09,initechdynamics.com,Initech Dynamics,CMP_1012,camp_12,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0248,LEAD_0248,2025-09-29,globexsolutions.com,Globex Solutions,CMP_1011,camp_11,Closed Lost,OPP_0248,2025-10-19,28472.0,2025-11-10,Lost,2025-10-04,2025-10-18,True,False,53.0,15.0,26.0,22.0,9.0,9.0,4.0,False
ACC_0249,LEAD_0249,2025-01-11,globexlabs.com,Globex Labs,,,Closed Lost,OPP_0249,2025-01-27,22179.0,2025-04-13,Lost,2025-01-11,2025-01-25,True,False,56.0,15.0,29.0,26.0,10.0,9.0,4.0,False
ACC_0250,LEAD_0250,2025-09-16,wayneindustries.com,Wayne Industries,CMP_1009,camp_9,SQL,,,,,,2025-09-24,2025-10-08,False,False,46.0,15.0,7.0,20.0,13.0,4.0,4.0,False
ACC_0251,LEAD_0251,2025-06-30,starkenterprises.com,Stark Enterprises,CMP_1001,camp_1,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0252,LEAD_0252,2025-07-06,initechsolutions.com,Initech Solutions,CMP_1004,camp_4,Closed Lost,OPP_0252,2025-08-08,17695.0,2025-08-29,Lost,2025-07-07,2025-07-21,True,False,53.0,15.0,24.0,22.0,10.0,8.0,4.0,False
ACC_0253,LEAD_0253,2025-09-15,hoolilabs.com,Hooli Labs,CMP_1013,camp_13,Closed Won,OPP_0253,2025-10-23,20144.0,2025-12-14,Won,2025-09-16,2025-09-30,True,True,494.0,121.0,33.0,203.0,115.0,70.0,3.0,True
ACC_0254,LEAD_0254,2025-01-01,massivesolutions.com,Massive Solutions,CMP_1001,camp_1,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0255,LEAD_0255,2025-03-19,vehementnetworks.com,Vehement Networks,CMP_1013,camp_13,MQL,,,,,,2025-03-25,2025-04-08,False,False,44.0,14.0,22.0,15.0,12.0,8.0,4.0,False
ACC_0256,LEAD_0256,2025-01-27,globexnetworks.com,Globex Networks,CMP_1009,camp_9,SQL,,,,,,2025-01-31,2025-02-14,False,False,44.0,14.0,2.0,23.0,7.0,8.0,3.0,False
ACC_0257,LEAD_0257,2025-02-09,globexenterprises.com,Globex Enterprises,CMP_1004,camp_4,SQL,,,,,,2025-02-12,2025-02-26,False,False,58.0,14.0,22.0,24.0,8.0,11.0,4.0,False
ACC_0258,LEAD_0258,2025-03-30,starksolutions.com,Stark Solutions,CMP_1011,camp_11,MQL,,,,,,2025-04-05,2025-04-19,False,False,46.0,15.0,4.0,22.0,15.0,4.0,4.0,False
ACC_0259,LEAD_0259,2025-06-25,soylentsystems.com,Soylent Systems,CMP_1019,camp_19,MQL,,,,,,2025-06-25,2025-07-09,False,False,64.0,15.0,2.0,23.0,15.0,11.0,4.0,False
ACC_0260,LEAD_0260,2025-04-05,acmelabs.com,Acme Labs,CMP_1012,camp_12,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0261,LEAD_0261,2025-02-08,globexdynamics.com,Globex Dynamics,CMP_1015,camp_15,Closed Won,OPP_0261,2025-02-25,16996.0,2025-05-02,Won,2025-02-11,2025-02-25,True,True,212.0,49.0,34.0,89.0,45.0,36.0,3.0,True
ACC_0262,LEAD_0262,2025-08-02,globexgroup.com,Globex Group,,,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0263,LEAD_0263,2025-08-31,gmail.com,Hooli Enterprises,CMP_1002,camp_2,Closed Won,OPP_0263,2025-09-22,20269.0,2025-12-11,Won,,,True,True,,,,,,,,False
ACC_0264,LEAD_0264,2025-01-21,vandelaycorporation.com,Vandelay Corporation,,,SQL,,,,,,2025-01-30,2025-02-13,False,False,45.0,13.0,21.0,24.0,4.0,6.0,4.0,False
