date,campaign_id,campaign_name,channel,utm_source,utm_medium,utm_campaign,impressions,clicks,cost
2025-01-28,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,3352,36,50.47
2025-01-28,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3011,60,363.01
2025-01-28,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3690,90,482.49
2025-01-28,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3426,64,463.45
2025-01-28,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5738,46,104.84
2025-01-28,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,5497,39,62.19
2025-01-28,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5574,27,43.65
2025-01-28,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3499,92,384.35
2025-01-28,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4922,23,26.99
2025-01-28,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5851,49,109.95
2025-01-28,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3336,91,496.69
2025-01-28,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3628,59,191.41
2025-01-29,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3223,35,119.82
2025-01-29,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3130,92,548.11
2025-01-29,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6567,315,1422.11
2025-01-29,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3194,37,238.08
2025-01-29,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3133,92,420.83
2025-01-29,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6609,283,1339.54
2025-01-29,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3831,50,328.35
2025-01-29,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4519,26,63.42
2025-01-29,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,2873,82,625.15
2025-01-29,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3989,54,284.64
2025-01-29,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3915,86,600.58
2025-01-29,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4154,45,76.36
2025-01-29,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4977,42,73.0
2025-01-29,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4169,40,97.88
2025-01-29,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,2927,37,139.16
2025-01-29,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,5090,34,60.67
2025-01-29,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4682,46,110.15
2025-01-29,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3180,73,451.47
2025-01-29,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4030,59,431.94
2025-01-30,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,4358,45,342.02
2025-01-30,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,4868,131,1047.34
2025-01-30,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6510,181,622.47
2025-01-30,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3654,98,433.28
2025-01-30,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3990,62,218.25
2025-01-30,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,4930,279,1544.4
2025-01-30,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3990,42,280.25
2025-01-30,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4971,35,69.48
2025-01-30,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,4446,84,280.95
2025-01-30,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,2486,55,405.51
2025-01-30,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3471,93,371.53
2025-01-30,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4757,56,136.85
2025-01-30,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,3639,36,37.65
2025-01-30,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5380,64,140.86
2025-01-30,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3706,94,678.42
2025-01-30,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,5363,62,66.98
2025-01-30,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5375,29,60.77
2025-01-30,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4214,47,348.89
2025-01-30,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4347,95,606.74
2025-01-31,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2869,43,139.68
2025-01-31,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3850,91,463.56
2025-01-31,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3821,107,434.52
2025-01-31,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,4450,63,472.1
2025-01-31,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3164,43,240.16
2025-01-31,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6728,194,932.67
2025-01-31,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3450,68,357.95
2025-01-31,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4345,41,84.41
2025-01-31,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3524,77,430.24
2025-01-31,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3816,95,611.69
2025-01-31,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3460,88,424.03
2025-01-31,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4107,41,88.23
2025-01-31,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4894,58,143.4
2025-01-31,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,3370,36,60.91
2025-01-31,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,2988,60,348.67
2025-01-31,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,3019,23,42.12
2025-01-31,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4636,48,93.52
2025-01-31,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3091,51,154.13
2025-01-31,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3301,66,493.63
2025-02-01,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,1727,33,114.47
2025-02-01,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,1837,24,180.2
2025-02-01,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3701,127,390.49
2025-02-01,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2065,41,286.47
2025-02-01,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,1521,16,61.25
2025-02-01,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,2767,143,621.09
2025-02-01,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1793,27,92.84
2025-02-01,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,2668,15,19.33
2025-02-01,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,2091,36,136.18
2025-02-01,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1590,36,231.13
2025-02-01,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1421,25,105.92
2025-02-01,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,1660,12,29.43
2025-02-01,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,2838,31,75.96
2025-02-01,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,2065,19,31.38
2025-02-01,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,2425,56,188.35
2025-02-01,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,2808,16,28.14
2025-02-01,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,2228,10,19.62
2025-02-01,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,1732,43,132.65
2025-02-01,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,1809,25,157.23
2025-02-02,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2656,35,152.39
2025-02-02,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,1919,50,382.17
2025-02-02,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3863,83,488.59
2025-02-02,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,1252,19,123.92
2025-02-02,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,2297,60,424.38
2025-02-02,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,725,22,56.89
2025-02-02,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1918,36,228.59
2025-02-02,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,1688,10,10.63
2025-02-02,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,921,12,42.86
2025-02-02,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,614,17,130.73
2025-02-02,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1485,42,243.27
2025-02-02,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,3258,15,22.36
2025-02-02,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,2554,29,71.09
2025-02-02,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,3627,15,22.54
2025-02-02,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,2933,35,202.71
2025-02-02,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,3186,30,53.08
2025-02-02,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,1981,20,35.3
2025-02-02,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,2426,42,219.0
2025-02-02,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,1711,19,136.87
2025-02-03,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3955,71,443.66
2025-02-03,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3004,43,342.34
2025-02-03,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,5085,177,1058.19
2025-02-03,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3108,77,285.94
2025-02-03,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,2917,34,268.93
2025-02-03,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5138,196,475.01
2025-02-03,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3849,85,498.6
2025-02-03,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,6345,55,71.77
2025-02-03,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3254,62,367.66
2025-02-03,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3655,78,564.25
2025-02-03,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,4125,86,566.64
2025-02-03,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5400,22,43.11
2025-02-03,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,3432,20,40.14
2025-02-03,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5713,38,88.63
2025-02-03,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3902,112,502.26
2025-02-03,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,6568,62,105.54
2025-02-03,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5010,24,37.16
2025-02-03,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3527,69,507.77
2025-02-03,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4052,60,450.6
2025-02-04,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,5076,52,389.01
2025-02-04,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3449,68,410.42
2025-02-04,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,7300,311,667.59
2025-02-04,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3041,73,569.15
2025-02-04,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,2740,61,412.77
2025-02-04,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5981,197,492.26
2025-02-04,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3119,34,175.5
2025-02-04,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5287,48,44.36
2025-02-04,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3406,61,213.78
2025-02-04,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3425,89,420.71
2025-02-04,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3290,88,538.64
2025-02-04,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,3547,30,60.32
2025-02-04,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4244,23,31.27
2025-02-04,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4753,20,27.32
2025-02-04,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,3463,102,795.61
2025-02-04,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,3876,31,32.94
2025-02-04,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4208,17,35.17
2025-02-04,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3451,93,542.07
2025-02-04,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3550,85,538.77
2025-02-05,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3866,114,600.35
2025-02-05,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3045,38,272.88
2025-02-05,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,7058,173,532.61
2025-02-05,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3441,41,171.38
2025-02-05,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3715,62,314.34
2025-02-05,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6615,157,324.75
2025-02-05,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3860,102,375.45
2025-02-05,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,5544,54,94.68
2025-02-05,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3918,82,423.29
2025-02-05,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,2807,37,192.48
2025-02-05,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,2854,40,253.99
2025-02-05,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,5013,29,42.97
2025-02-05,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,5455,49,74.92
2025-02-05,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,4823,41,36.17
2025-02-05,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,4618,96,718.97
2025-02-05,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,6228,55,130.55
2025-02-05,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5341,22,54.0
2025-02-05,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3428,68,524.52
2025-02-05,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,3500,50,273.3
2025-02-06,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,4237,114,779.58
2025-02-06,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3253,61,271.75
2025-02-06,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6827,399,2192.44
2025-02-06,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,4626,79,404.38
2025-02-06,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3394,59,188.96
2025-02-06,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,6511,234,1178.49
2025-02-06,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,3273,64,395.8
2025-02-06,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4367,50,91.42
2025-02-06,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,3335,79,535.51
2025-02-06,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3394,64,457.02
2025-02-06,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3044,33,118.3
2025-02-06,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,6189,49,53.67
2025-02-06,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4717,32,40.97
2025-02-06,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,3390,19,41.18
2025-02-06,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,4676,80,469.61
2025-02-06,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4543,26,48.08
2025-02-06,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,4559,24,53.84
2025-02-06,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,4350,97,605.09
2025-02-06,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4026,107,705.18
2025-02-07,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,3705,54,405.72
2025-02-07,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,4063,100,562.5
2025-02-07,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,5139,267,756.13
2025-02-07,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3691,97,544.86
2025-02-07,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3119,47,157.85
2025-02-07,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,5260,280,1557.43
2025-02-07,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,2646,50,302.13
2025-02-07,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,4526,31,35.37
2025-02-07,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,2398,47,333.74
2025-02-07,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,3977,55,301.69
2025-02-07,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,4107,78,511.4
2025-02-07,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4976,36,88.44
2025-02-07,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4344,45,66.64
2025-02-07,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5427,64,151.44
2025-02-07,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,4503,54,210.99
2025-02-07,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,4810,23,43.19
2025-02-07,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,5830,32,70.6
2025-02-07,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,3998,72,421.29
2025-02-07,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,4254,110,388.5
2025-02-08,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,1369,14,58.43
2025-02-08,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,1658,49,174.28
2025-02-08,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,3718,150,756.51
2025-02-08,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,2367,56,187.09
2025-02-08,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,1850,38,114.02
2025-02-08,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3543,89,184.89
2025-02-08,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1961,40,283.87
2025-02-08,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,742,6,10.09
2025-02-08,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,771,15,119.8
2025-02-08,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1023,11,82.69
2025-02-08,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1721,20,118.54
2025-02-08,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,2737,29,55.97
2025-02-08,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,2797,20,40.37
2025-02-08,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,2275,23,50.38
2025-02-08,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1535,36,202.33
2025-02-08,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,2285,20,44.03
2025-02-08,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,3020,23,43.02
2025-02-08,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,1870,54,229.53
2025-02-08,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2111,42,261.51
2025-02-09,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2116,46,211.86
2025-02-09,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,2126,23,95.48
2025-02-09,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,2015,98,302.74
2025-02-09,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,1955,36,189.42
2025-02-09,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,1144,29,185.18
2025-02-09,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3608,81,219.89
2025-02-09,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,1997,43,207.67
2025-02-09,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,3058,24,38.49
2025-02-09,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,973,16,58.99
2025-02-09,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,1073,13,57.78
2025-02-09,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,1853,31,243.58
2025-02-09,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,2362,21,37.18
2025-02-09,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,898,4,3.21
2025-02-09,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,1664,12,25.38
2025-02-09,CMP_1015,LATAM_Competitor_Display,Paid Social,linkedin,paid_social,camp_15,1035,18,96.01
2025-02-09,CMP_1016,APAC_Competitor_Search,Display,gdn,display,camp_16,3314,19,29.01
2025-02-09,CMP_1017,US_Brand_LinkedIn,Display,gdn,display,camp_17,2892,19,31.87
2025-02-09,CMP_1018,APAC_FeatureX_LinkedIn,Paid Social,linkedin,paid_social,camp_18,2199,65,290.14
2025-02-09,CMP_1019,LATAM_Brand_Display,Paid Social,linkedin,paid_social,camp_19,2635,78,509.02
2025-02-10,CMP_1001,EMEA_FeatureY_Search,Paid Social,linkedin,paid_social,camp_1,2728,69,493.28
2025-02-10,CMP_1002,APAC_Brand_Search,Paid Social,linkedin,paid_social,camp_2,3309,53,361.2
2025-02-10,CMP_1003,APAC_FeatureY_Search,Paid Search,google,paid_search,camp_3,6378,282,747.17
2025-02-10,CMP_1004,US_FeatureY_Display,Paid Social,linkedin,paid_social,camp_4,3797,105,390.18
2025-02-10,CMP_1005,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_5,3633,66,450.06
2025-02-10,CMP_1006,EMEA_Competitor_LinkedIn,Paid Search,google,paid_search,camp_6,3678,94,507.83
2025-02-10,CMP_1007,EMEA_FeatureY_Display,Paid Social,linkedin,paid_social,camp_7,2228,59,357.09
2025-02-10,CMP_1008,EMEA_Brand_Search,Display,gdn,display,camp_8,6688,56,80.64
2025-02-10,CMP_1009,US_FeatureX_Search,Paid Social,linkedin,paid_social,camp_9,2960,78,521.56
2025-02-10,CMP_1010,LATAM_Competitor_LinkedIn,Paid Social,linkedin,paid_social,camp_10,4378,47,319.94
2025-02-10,CMP_1011,LATAM_Brand_LinkedIn,Paid Social,linkedin,paid_social,camp_11,3184,91,437.25
2025-02-10,CMP_1012,LATAM_FeatureX_Display,Display,gdn,display,camp_12,4206,30,63.68
2025-02-10,CMP_1013,APAC_Brand_LinkedIn,Display,gdn,display,camp_13,4239,46,90.82
2025-02-10,CMP_1014,LATAM_Competitor_Display,Display,gdn,display,camp_14,5188,58,74.79
